dtype	Disease	DiseaseID	starScore	UniprotID
JensenLab Text Mining	Diarrhea	DOID:13250	2.1	P13569
JensenLab Text Mining	Exocrine pancreatic insufficiency	DOID:13316	1.9	P13569
JensenLab Text Mining	Bronchitis	DOID:6132	1.8	P13569
JensenLab Text Mining	Aspergillosis	DOID:13564	1.8	P13569
JensenLab Text Mining	Sinusitis	DOID:0050127	1.8	P13569
JensenLab Text Mining	Cholera	DOID:1498	1.8	P13569
JensenLab Text Mining	Common cold	DOID:10459	1.7	P13569
JensenLab Text Mining	Steatorrhea	DOID:10602	1.5	P13569
JensenLab Text Mining	Paraneoplastic polyneuropathy	DOID:8681	2	P13631
JensenLab Text Mining	Cancer	DOID:162	1.7	P13631
JensenLab Knowledge UniProtKB-KW	Diabetes mellitus	DOID:9351	4	P13945
JensenLab Knowledge UniProtKB-KW	Obesity	DOID:9970	4	P13945
JensenLab Text Mining	Metabolic syndrome X	DOID:14221	1.9	P13945
JensenLab Text Mining	Hypertension	DOID:10763	1.8	P13945
JensenLab Text Mining	Schizophrenia	DOID:5419	3.4	P14416
JensenLab Text Mining	Alcohol dependence	DOID:0050741	3.2	P14416
JensenLab Text Mining	Parkinson's disease	DOID:14330	2.7	P14416
JensenLab Text Mining	Substance abuse	DOID:302	2.6	P14416
JensenLab Text Mining	Nicotine dependence	DOID:0050742	2.5	P14416
JensenLab Text Mining	Attention deficit hyperactivity disorder	DOID:1094	2.5	P14416
JensenLab Text Mining	Gilles de la Tourette syndrome	DOID:11119	2.3	P14416
JensenLab Text Mining	Pathological gambling	DOID:12399	2.2	P14416
JensenLab Text Mining	Cocaine dependence	DOID:9975	2.2	P14416
JensenLab Text Mining	Hyperprolactinemia	DOID:12700	2.2	P14416
JensenLab Text Mining	Heroin dependence	DOID:9976	2.2	P14416
JensenLab Text Mining	Bipolar disorder	DOID:3312	2.1	P14416
JensenLab Text Mining	Antisocial personality disorder	DOID:10939	2.1	P14416
JensenLab Text Mining	Anxiety disorder	DOID:2030	2.1	P14416
JensenLab Text Mining	Pituitary adenoma	DOID:3829	2	P14416
JensenLab Text Mining	Brain disease	DOID:936	1.9	P14416
JensenLab Text Mining	Obesity	DOID:9970	1.8	P14416
JensenLab Text Mining	Delusional disorder	DOID:778	1.8	P14416
JensenLab Text Mining	Adenoma	DOID:657	1.8	P14416
JensenLab Text Mining	Conduct disorder	DOID:12995	1.8	P14416
JensenLab Text Mining	Stuttering	DOID:0060243	1.7	P14416
JensenLab Text Mining	Major depressive disorder	DOID:1470	1.7	P14416
JensenLab Text Mining	Alexithymia	DOID:0060131	1.6	P14416
JensenLab Text Mining	Eating disorder	DOID:8670	1.6	P14416
JensenLab Text Mining	Schizoaffective disorder	DOID:5418	1.6	P14416
JensenLab Text Mining	Schizophreniform disorder	DOID:11328	1.6	P14416
JensenLab Text Mining	Huntington's disease	DOID:12858	1.6	P14416
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P14616
JensenLab Text Mining	Podoconiosis	DOID:0050138	2.2	P14616
JensenLab Text Mining	Neurofibrosarcoma	DOID:3512	1.7	P14616
JensenLab Text Mining	Neonatal jaundice	DOID:2383	3	P14618
JensenLab Text Mining	Bilirubin metabolic disorder	DOID:2741	2.9	P14618
JensenLab Text Mining	Cancer	DOID:162	2.5	P14618
JensenLab Text Mining	Kernicterus	DOID:2382	2.1	P14618
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P14867
JensenLab Knowledge GHR	Juvenile myoclonic epilepsy	DOID:4890	5	P14867
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P14867
JensenLab Text Mining	Alcohol dependence	DOID:0050741	1.7	P14867
JensenLab Knowledge UniProtKB-KW	Cardiomyopathy	DOID:0050700	4	P15056
JensenLab Knowledge GHR	Cardiofaciocutaneous syndrome	DOID:0060233	5	P15056
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P15056
JensenLab Knowledge GHR	LEOPARD syndrome	DOID:14291	5	P15056
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P15056
JensenLab Knowledge GHR	Langerhans-cell histiocytosis	DOID:2571	5	P15056
JensenLab Knowledge GHR	Noonan syndrome	DOID:3490	5	P15056
JensenLab Knowledge GHR	Erdheim-Chester disease	DOID:4329	5	P15056
JensenLab Knowledge GHR	Gastrointestinal stromal tumor	DOID:9253	5	P15056
JensenLab Experiment COSMIC	Familial adenomatous polyposis	DOID:0050424	2	P15056
JensenLab Experiment COSMIC	pre-malignant neoplasm	DOID:0060071	1	P15056
JensenLab Experiment COSMIC	Immune system cancer	DOID:0060083	2	P15056
JensenLab Experiment COSMIC	Lymphoid leukemia	DOID:10747	2	P15056
JensenLab Experiment COSMIC	Plummer's disease	DOID:11277	1	P15056
JensenLab Experiment COSMIC	Lung cancer	DOID:1324	1	P15056
JensenLab Experiment COSMIC	Breast cancer	DOID:1612	2	P15056
JensenLab Experiment COSMIC	Thyroid cancer	DOID:1781	3	P15056
JensenLab Experiment COSMIC	Melanoma	DOID:1909	3	P15056
JensenLab Experiment COSMIC	Connective tissue cancer	DOID:201	1	P15056
JensenLab Experiment COSMIC	Ocular cancer	DOID:2174	1	P15056
JensenLab Experiment COSMIC	Ovarian cancer	DOID:2394	1	P15056
JensenLab Experiment COSMIC	DOID:2415	DOID:2415	2	P15056
JensenLab Experiment COSMIC	DOID:2627	DOID:2627	1	P15056
JensenLab Experiment COSMIC	Kidney cancer	DOID:263	3	P15056
JensenLab Experiment COSMIC	Carcinoma	DOID:305	3	P15056
JensenLab Experiment COSMIC	Skin cancer	DOID:4159	3	P15056
JensenLab Experiment COSMIC	Biliary tract cancer	DOID:4607	1	P15056
JensenLab Experiment COSMIC	Large intestine cancer	DOID:5672	1	P15056
JensenLab Experiment COSMIC	Adenoma	DOID:657	1	P15056
JensenLab Experiment COSMIC	ENSP00000256078	ENSP00000256078	2	P15056
JensenLab Knowledge GHR	Long QT syndrome	DOID:2843	5	P15382
JensenLab Experiment DistiLD	Heart conduction disease	DOID:10273	2	P15382
JensenLab Text Mining	Atrial fibrillation	DOID:0060224	2.4	P15382
JensenLab Text Mining	Short QT syndrome	DOID:0050793	2.2	P15382
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	2	P15382
JensenLab Text Mining	Brugada syndrome	DOID:0050451	1.9	P15382
JensenLab Text Mining	Timothy syndrome	DOID:0060173	1.9	P15382
JensenLab Text Mining	Meniere's disease	DOID:9849	1.8	P15382
JensenLab Text Mining	Cardiac arrest	DOID:0060319	1.8	P15382
JensenLab Text Mining	Hypokalemia	DOID:4500	1.7	P15382
JensenLab Text Mining	Intestinal volvulus	DOID:8445	1.7	P15382
JensenLab Text Mining	Atrioventricular block	DOID:0050820	1.6	P15382
JensenLab Text Mining	Cancer	DOID:162	2.8	P15531
JensenLab Knowledge UniProtKB-KW	Glycogen storage disease	DOID:2747	4	P15735
JensenLab Text Mining	Hypertension	DOID:10763	2	P16066
JensenLab Text Mining	Congestive heart failure	DOID:6000	1.8	P16066
JensenLab Text Mining	Acromesomelic dysplasia	DOID:0080049	1.8	P16066
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P16234
JensenLab Knowledge GHR	Gastrointestinal stromal tumor	DOID:9253	5	P16234
JensenLab Experiment DistiLD	Globe disease	DOID:1242	2	P16234
JensenLab Experiment COSMIC	Connective tissue cancer	DOID:201	2	P16234
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P16234
JensenLab Experiment DistiLD	Refractive error	DOID:9835	2	P16234
JensenLab Text Mining	Eosinophilia	DOID:999	2.9	P16234
JensenLab Text Mining	Mastocytosis	DOID:350	2.4	P16234
JensenLab Text Mining	Neurofibromatosis	DOID:8712	2	P16234
JensenLab Text Mining	Endomyocardial fibrosis	DOID:12932	1.9	P16234
JensenLab Text Mining	Chondroma	DOID:2602	1.9	P16234
JensenLab Text Mining	Loeffler endocarditis	DOID:396	1.7	P16234
JensenLab Text Mining	Polycythemia vera	DOID:8997	1.6	P16234
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P16389
JensenLab Text Mining	Episodic ataxia	DOID:963	2.3	P16389
JensenLab Knowledge GHR	Congenital hypothyroidism	DOID:0050328	5	P16473
JensenLab Knowledge GHR	Graves' disease	DOID:12361	5	P16473
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	1	P16473
JensenLab Experiment COSMIC	Plummer's disease	DOID:11277	1	P16473
JensenLab Experiment DistiLD	Eye and adnexa disease	DOID:1492	1	P16473
JensenLab Text Mining	Thyroid cancer	DOID:1781	2.7	P16473
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P16473
JensenLab Text Mining	Thyrotoxicosis	DOID:7997	2.8	P16473
JensenLab Text Mining	Hyperthyroidism	DOID:7998	3.6	P16473
JensenLab Text Mining	Hypothyroidism	DOID:1459	3.1	P16473
JensenLab Text Mining	Goiter	DOID:12176	3	P16473
JensenLab Text Mining	Autoimmune thyroiditis	DOID:7188	2.9	P16473
JensenLab Text Mining	Thyroiditis	DOID:7166	2.4	P16473
JensenLab Text Mining	Adenoma	DOID:657	2.1	P16473
JensenLab Text Mining	Exophthalmos	DOID:9370	2.1	P16473
JensenLab Text Mining	Thyroid adenoma	DOID:2891	2	P16473
JensenLab Text Mining	Papillary carcinoma	DOID:3113	1.8	P16473
JensenLab Text Mining	Orbital disease	DOID:930	1.6	P16473
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P16591
JensenLab Experiment DistiLD	Disease of metabolism	DOID:0014667	2	P16591
JensenLab Text Mining	Gamma chain deficiency	DOID:0060013	1.7	P16591
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P17252
JensenLab Experiment DistiLD	Heart disease	DOID:114	2	P17252
JensenLab Text Mining	Myocardial infarction	DOID:5844	2.5	P17540
JensenLab Text Mining	Myopathy	DOID:423	1.9	P17540
JensenLab Text Mining	Dressler's syndrome	DOID:10507	1.8	P17540
JensenLab Text Mining	Reticular dysgenesis	DOID:0060020	1.6	P17540
JensenLab Text Mining	Myxedema	DOID:11634	1.5	P17540
JensenLab Knowledge UniProtKB-KW	Cushing's syndrome	DOID:12252	4	P17612
JensenLab Text Mining	Carney complex	DOID:0050471	1.6	P17612
JensenLab Text Mining	Episodic ataxia	DOID:963	1.8	P17658
JensenLab Text Mining	chorea-acanthocytosis	DOID:0050766	1.6	P17658
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P17787
JensenLab Text Mining	Nicotine dependence	DOID:0050742	2.8	P17787
JensenLab Text Mining	Down syndrome	DOID:14250	2.1	P17858
JensenLab Text Mining	Autoimmune polyendocrine syndrome type 1	DOID:0050167	1.7	P17858
JensenLab Experiment DistiLD	Cardiovascular system disease	DOID:1287	1	P17948
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P17948
JensenLab Text Mining	Hypertension	DOID:10763	3	P17948
JensenLab Text Mining	Cancer	DOID:162	2.9	P17948
JensenLab Text Mining	Proteinuria	DOID:576	2.3	P17948
JensenLab Text Mining	Diabetic retinopathy	DOID:8947	2.1	P17948
JensenLab Text Mining	Age related macular degeneration	DOID:10871	1.8	P17948
JensenLab Text Mining	Retinopathy of prematurity	DOID:13025	1.8	P17948
JensenLab Text Mining	Keratitis	DOID:4677	1.7	P17948
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P18089
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P18505
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P18505
JensenLab Text Mining	Alcohol dependence	DOID:0050741	2.3	P18505
JensenLab Text Mining	Schizoaffective disorder	DOID:5418	2	P18505
JensenLab Text Mining	Autistic disorder	DOID:12849	1.6	P18505
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P18507
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P18507
JensenLab Text Mining	Alcohol dependence	DOID:0050741	1.5	P18507
JensenLab Text Mining	Attention deficit hyperactivity disorder	DOID:1094	2.1	P18825
JensenLab Text Mining	Gilles de la Tourette syndrome	DOID:11119	1.7	P18825
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.6	P18825
JensenLab Knowledge UniProtKB-KW	Charcot-Marie-Tooth disease	DOID:10595	4	P19367
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	P19367
JensenLab Knowledge UniProtKB-KW	Neuropathy	DOID:870	4	P19367
JensenLab Experiment DistiLD	Peripheral vascular disease	DOID:341	2	P19367
JensenLab Experiment DistiLD	Type 2 diabetes mellitus	DOID:9352	2	P19367
JensenLab Text Mining	Attention deficit hyperactivity disorder	DOID:1094	2.6	P19367
JensenLab Text Mining	Motor peripheral neuropathy	DOID:2477	1.9	P19367
JensenLab Text Mining	Cancer	DOID:162	1.7	P19784
JensenLab Text Mining	Cancer	DOID:162	1.8	P19793
JensenLab Experiment DistiLD	Epilepsy	DOID:1826	2	P20309
JensenLab Text Mining	Nephrolithiasis	DOID:585	2.5	P20309
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.9	P20309
JensenLab Text Mining	Urinary tract obstruction	DOID:5200	1.8	P20309
JensenLab Text Mining	Pyelonephritis	DOID:11400	1.8	P20309
JensenLab Text Mining	Cholinergic urticaria	DOID:14443	1.6	P20309
JensenLab Text Mining	Ascending cholangitis	DOID:14270	1.6	P20309
JensenLab Text Mining	Acute cystitis	DOID:13148	1.5	P20309
JensenLab Text Mining	Urofacial syndrome	DOID:0050816	1.5	P20309
JensenLab Text Mining	Bipolar disorder	DOID:3312	2.2	P20393
JensenLab Text Mining	Seasonal affective disorder	DOID:0060167	1.7	P20393
JensenLab Text Mining	Major depressive disorder	DOID:1470	1.5	P20393
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P20594
JensenLab Text Mining	Osteochondrodysplasia	DOID:2256	2.5	P20594
JensenLab Text Mining	Hypertension	DOID:10763	1.5	P20594
JensenLab Knowledge UniProtKB-KW	Retinitis pigmentosa	DOID:10584	4	P20794
JensenLab Text Mining	Cystoid macular edema	DOID:4447	1.6	P20794
JensenLab Text Mining	Vitelliform macular dystrophy	DOID:0050661	1.6	P20794
JensenLab Text Mining	Cancer	DOID:162	2	P20827
JensenLab Text Mining	Arts syndrome	DOID:0050647	2.6	P21108
JensenLab Text Mining	Gout	DOID:13189	2.1	P21108
JensenLab Text Mining	Hyperuricemia	DOID:1920	2	P21108
JensenLab Text Mining	Neuroblastoma	DOID:769	1.6	P21127
JensenLab Text Mining	Asthma	DOID:2841	2.3	P21452
JensenLab Text Mining	Irritable bowel syndrome	DOID:9778	1.8	P21452
JensenLab Text Mining	Multiple sclerosis	DOID:2377	2.7	P21453
JensenLab Text Mining	Lymphopenia	DOID:614	2.2	P21453
JensenLab Text Mining	Cancer	DOID:162	1.6	P21453
JensenLab Text Mining	Edwards syndrome	DOID:1085	2.2	P21462
JensenLab Text Mining	Down syndrome	DOID:14250	2	P21462
JensenLab Text Mining	Aggressive periodontitis	DOID:1474	1.9	P21462
JensenLab Text Mining	Olecranon bursitis	DOID:12581	1.8	P21462
JensenLab Text Mining	Patau syndrome	DOID:11665	1.8	P21462
JensenLab Text Mining	interleukin-7 receptor alpha deficiency	DOID:0060015	1.6	P21462
JensenLab Text Mining	Obesity	DOID:9970	2.8	P21554
JensenLab Text Mining	Cannabis dependence	DOID:1849	2.7	P21554
JensenLab Text Mining	Pain agnosia	DOID:0060145	2.7	P21554
JensenLab Text Mining	Schizophrenia	DOID:5419	2.5	P21554
JensenLab Text Mining	Substance abuse	DOID:302	2.2	P21554
JensenLab Text Mining	Alcohol dependence	DOID:0050741	2.2	P21554
JensenLab Text Mining	Multiple sclerosis	DOID:2377	2.1	P21554
JensenLab Text Mining	Epilepsy	DOID:1826	2.1	P21554
JensenLab Text Mining	Withdrawal disorder	DOID:0060001	2.1	P21554
JensenLab Text Mining	Amnestic disorder	DOID:10914	2	P21554
JensenLab Text Mining	Metabolic syndrome X	DOID:14221	2	P21554
JensenLab Text Mining	Huntington's disease	DOID:12858	1.9	P21554
JensenLab Text Mining	Parkinson's disease	DOID:14330	1.9	P21554
JensenLab Text Mining	Cancer	DOID:162	1.8	P21554
JensenLab Text Mining	Toxic encephalopathy	DOID:3602	1.8	P21554
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.8	P21554
JensenLab Text Mining	post-traumatic stress disorder	DOID:2055	1.7	P21554
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.6	P21554
JensenLab Text Mining	Transient tic disorder	DOID:2768	1.6	P21554
JensenLab Text Mining	Opiate dependence	DOID:2559	1.5	P21554
JensenLab Knowledge GHR	Generalized dystonia	DOID:0050835	5	P21675
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P21675
JensenLab Knowledge UniProtKB-KW	Parkinson's disease	DOID:14330	4	P21675
JensenLab Knowledge UniProtKB-KW	Dystonia	DOID:543	4	P21675
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P21675
JensenLab Text Mining	Disseminated intravascular coagulation	DOID:11247	1.8	P21675
JensenLab Text Mining	Ankylosis	DOID:227	1.6	P21675
JensenLab Experiment DistiLD	Alzheimer's disease	DOID:10652	2	P21709
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P21709
JensenLab Text Mining	Craniofrontonasal syndrome	DOID:14737	2.2	P21709
JensenLab Text Mining	Placental insufficiency	DOID:3891	2.2	P21709
JensenLab Text Mining	Cancer	DOID:162	2.1	P21709
JensenLab Text Mining	Hypertension	DOID:10763	2.1	P21709
JensenLab Text Mining	Proteinuria	DOID:576	2	P21709
JensenLab Text Mining	Placenta praevia	DOID:11060	1.7	P21709
JensenLab Text Mining	Schizophrenia	DOID:5419	2.6	P21728
JensenLab Text Mining	Parkinson's disease	DOID:14330	2.3	P21728
JensenLab Text Mining	Bipolar disorder	DOID:3312	2.2	P21728
JensenLab Text Mining	Attention deficit hyperactivity disorder	DOID:1094	2.1	P21728
JensenLab Text Mining	Alcohol dependence	DOID:0050741	1.8	P21728
JensenLab Text Mining	Pathological gambling	DOID:12399	1.7	P21728
JensenLab Text Mining	Heroin dependence	DOID:9976	1.7	P21728
JensenLab Text Mining	Huntington's disease	DOID:12858	1.6	P21728
JensenLab Text Mining	Substance abuse	DOID:302	1.5	P21728
JensenLab Text Mining	Paronychia	DOID:13117	1.5	P21728
JensenLab Text Mining	Synpolydactyly	DOID:0060242	1.5	P21728
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.5	P21728
JensenLab Text Mining	Complement deficiency	DOID:626	2	P21730
JensenLab Text Mining	Arthus reaction	DOID:1556	2	P21730
JensenLab Text Mining	Arthritis	DOID:848	1.7	P21730
JensenLab Text Mining	Asthma	DOID:2841	1.6	P21730
JensenLab Text Mining	Hypersensitivity reaction type II disease	DOID:417	1.5	P21730
JensenLab Text Mining	Vascular disease	DOID:178	1.5	P21730
JensenLab Text Mining	Asthma	DOID:2841	2	P21731
JensenLab Knowledge GHR	LADD syndrome	DOID:0050331	5	P21802
JensenLab Knowledge GHR	Beare-Stevenson cutis gyrata syndrome	DOID:0050660	5	P21802
JensenLab Knowledge GHR	Prostate cancer	DOID:10283	5	P21802
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P21802
JensenLab Knowledge GHR	Acrocephalosyndactylia	DOID:12960	5	P21802
JensenLab Knowledge GHR	Pfeiffer syndrome	DOID:14705	5	P21802
JensenLab Knowledge GHR	Breast cancer	DOID:1612	5	P21802
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P21802
JensenLab Knowledge GHR	Crouzon syndrome	DOID:2339	5	P21802
JensenLab Knowledge UniProtKB-KW	Craniosynostosis	DOID:2340	4	P21802
JensenLab Experiment DistiLD	Gout	DOID:13189	1	P21802
JensenLab Experiment COSMIC	Endometrial cancer	DOID:1380	1	P21802
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P21802
JensenLab Text Mining	Syndactyly	DOID:11193	2.7	P21802
JensenLab Text Mining	Antley-Bixler syndrome	DOID:0050462	2.7	P21802
JensenLab Text Mining	Exophthalmos	DOID:9370	2.6	P21802
JensenLab Text Mining	Achondroplasia	DOID:4480	2.1	P21802
JensenLab Text Mining	Acanthosis nigricans	DOID:3138	2.1	P21802
JensenLab Text Mining	Cleft palate	DOID:674	2	P21802
JensenLab Text Mining	Humeroradial synostosis	DOID:0060467	1.9	P21802
JensenLab Text Mining	Thanatophoric dysplasia	DOID:13481	1.9	P21802
JensenLab Text Mining	Hypochondroplasia	DOID:0080041	1.8	P21802
JensenLab Text Mining	Choanal atresia	DOID:9574	1.7	P21802
JensenLab Text Mining	Distal 10q deletion syndrome	DOID:0060390	1.7	P21802
JensenLab Text Mining	Hypospadias	DOID:10892	1.6	P21802
JensenLab Text Mining	Cholesteatoma	DOID:869	1.6	P21802
JensenLab Text Mining	Hydrocephalus	DOID:10908	1.5	P21802
JensenLab Knowledge GHR	Central core myopathy	DOID:3529	5	P21817
JensenLab Knowledge GHR	Malignant hyperthermia	DOID:8545	5	P21817
JensenLab Experiment COSMIC	Kidney cancer	DOID:263	1	P21817
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P21817
JensenLab Text Mining	Myopathy	DOID:423	3.3	P21817
JensenLab Text Mining	Neuropathy	DOID:870	2.1	P21817
JensenLab Text Mining	Ptosis	DOID:0060260	2	P21817
JensenLab Text Mining	Scoliosis	DOID:0060249	1.9	P21817
JensenLab Text Mining	Neuroleptic malignant syndrome	DOID:14464	1.8	P21817
JensenLab Text Mining	Hypokalemic periodic paralysis	DOID:14452	1.7	P21817
JensenLab Text Mining	Multiple pterygium syndrome	DOID:0080110	1.6	P21817
JensenLab Text Mining	Myotonia congenita	DOID:2106	1.5	P21817
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P21860
JensenLab Experiment DistiLD	Type 1 diabetes mellitus	DOID:9744	2	P21860
JensenLab Experiment DistiLD	Alopecia areata	DOID:986	2	P21860
JensenLab Text Mining	Cancer	DOID:162	3	P21860
JensenLab Text Mining	Attention deficit hyperactivity disorder	DOID:1094	3.8	P21917
JensenLab Text Mining	Conduct disorder	DOID:12995	2.6	P21917
JensenLab Text Mining	Schizophrenia	DOID:5419	2.6	P21917
JensenLab Text Mining	Oppositional defiant disorder	DOID:0050856	2.5	P21917
JensenLab Text Mining	Alcohol dependence	DOID:0050741	2.4	P21917
JensenLab Text Mining	Bipolar disorder	DOID:3312	2.3	P21917
JensenLab Text Mining	Delusional disorder	DOID:778	2.3	P21917
JensenLab Text Mining	Pathological gambling	DOID:12399	2.3	P21917
JensenLab Text Mining	Substance abuse	DOID:302	2.2	P21917
JensenLab Text Mining	Heroin dependence	DOID:9976	2.2	P21917
JensenLab Text Mining	Chronic tic disorder	DOID:10600	2	P21917
JensenLab Text Mining	Gilles de la Tourette syndrome	DOID:11119	2	P21917
JensenLab Text Mining	obsessive-compulsive disorder	DOID:10933	2	P21917
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.9	P21917
JensenLab Text Mining	Seasonal affective disorder	DOID:0060167	1.9	P21917
JensenLab Text Mining	Personality disorder	DOID:1510	1.7	P21917
JensenLab Text Mining	Schizoaffective disorder	DOID:5418	1.7	P21917
JensenLab Text Mining	Autistic disorder	DOID:12849	1.6	P21917
JensenLab Text Mining	Major depressive disorder	DOID:1470	1.6	P21917
JensenLab Text Mining	Eating disorder	DOID:8670	1.6	P21917
JensenLab Knowledge UniProtKB-KW	Dystonia	DOID:543	4	P21918
JensenLab Text Mining	Attention deficit hyperactivity disorder	DOID:1094	2.9	P21918
JensenLab Text Mining	Gilles de la Tourette syndrome	DOID:11119	1.9	P21918
JensenLab Text Mining	Schizophrenia	DOID:5419	1.8	P21918
JensenLab Text Mining	Apraxia	DOID:0060135	1.8	P21918
JensenLab Text Mining	Ptosis	DOID:0060260	1.8	P21918
JensenLab Text Mining	Conduct disorder	DOID:12995	1.7	P21918
JensenLab Text Mining	Ectropion	DOID:1570	1.7	P21918
JensenLab Text Mining	Lagophthalmos	DOID:12959	1.7	P21918
JensenLab Text Mining	Entropion	DOID:12397	1.7	P21918
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P22001
JensenLab Experiment DistiLD	Panic disorder	DOID:594	1	P22001
JensenLab Text Mining	Multiple sclerosis	DOID:2377	2.1	P22001
JensenLab Text Mining	Psoriasis	DOID:8893	1.6	P22001
JensenLab Text Mining	Interstitial cystitis	DOID:13949	2.8	P22392
JensenLab Text Mining	Cancer	DOID:162	2	P22392
JensenLab Text Mining	Pain disorder	DOID:0060164	1.9	P22392
JensenLab Knowledge GHR	Prostate cancer	DOID:10283	5	P22455
JensenLab Text Mining	Cancer	DOID:162	2.2	P22455
JensenLab Text Mining	Craniosynostosis	DOID:2340	1.8	P22455
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P22459
JensenLab Text Mining	Myasthenia gravis	DOID:437	2.2	P22459
JensenLab Text Mining	Thymoma	DOID:3275	2.1	P22459
JensenLab Text Mining	Episodic ataxia	DOID:963	1.8	P22459
JensenLab Text Mining	Heart disease	DOID:114	1.8	P22459
JensenLab Text Mining	Long QT syndrome	DOID:2843	1.7	P22459
JensenLab Knowledge UniProtKB-KW	Familial atrial fibrillation	DOID:0050650	4	P22460
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P22460
JensenLab Text Mining	Atrial fibrillation	DOID:0060224	3	P22460
JensenLab Text Mining	Long QT syndrome	DOID:2843	2.1	P22460
JensenLab Text Mining	Hypertension	DOID:10763	1.9	P22460
JensenLab Text Mining	Tabes dorsalis	DOID:10027	1.6	P22460
JensenLab Knowledge GHR	LADD syndrome	DOID:0050331	5	P22607
JensenLab Knowledge GHR	Hypochondroplasia	DOID:0080041	5	P22607
JensenLab Knowledge GHR	Urinary bladder cancer	DOID:11054	5	P22607
JensenLab Knowledge GHR	Thanatophoric dysplasia	DOID:13481	5	P22607
JensenLab Knowledge UniProtKB-KW	Craniosynostosis	DOID:2340	4	P22607
JensenLab Knowledge GHR	Achondroplasia	DOID:4480	5	P22607
JensenLab Experiment COSMIC	DOID:0050532	DOID:0050532	1	P22607
JensenLab Experiment COSMIC	Carcinoma	DOID:305	2	P22607
JensenLab Experiment COSMIC	Urinary system cancer	DOID:3996	2	P22607
JensenLab Experiment COSMIC	Skin cancer	DOID:4159	2	P22607
JensenLab Experiment COSMIC	Upper respiratory tract disease	DOID:974	1	P22607
JensenLab Text Mining	Acanthosis nigricans	DOID:3138	2.8	P22607
JensenLab Text Mining	Acrocephalosyndactylia	DOID:12960	2.7	P22607
JensenLab Text Mining	Cancer	DOID:162	2.5	P22607
JensenLab Text Mining	Bladder transitional cell papilloma	DOID:6933	2	P22607
JensenLab Text Mining	Wolf-Hirschhorn syndrome	DOID:0050460	1.8	P22607
JensenLab Text Mining	Keratosis	DOID:161	1.7	P22607
JensenLab Text Mining	non-invasive bladder papillary urothelial neoplasm	DOID:6239	1.7	P22607
JensenLab Text Mining	Kabuki syndrome	DOID:0060473	1.6	P22607
JensenLab Text Mining	Brachydactyly	DOID:0050581	1.5	P22607
JensenLab Text Mining	Carney complex	DOID:0050471	2.1	P22694
JensenLab Text Mining	Melancholia	DOID:2848	1.5	P22694
JensenLab Text Mining	Cancer	DOID:162	2	P22736
JensenLab Text Mining	Fetal adenoma	DOID:8102	1.9	P22736
JensenLab Text Mining	Vascular disease	DOID:178	1.7	P22736
JensenLab Text Mining	Staphyloenterotoxemia	DOID:96	1.7	P22736
JensenLab Text Mining	Polycystic ovary syndrome	DOID:11612	2.3	P22888
